title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Nissan Patrol V (Y61) Facelift,2024,"13,000 km","219,750 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-v-y61-facelift-2024/id/203701/,Trim Super Safari,White,Left-Hand Drive,"4.8 l, 280 hp, Petrol",SUV 5 dr.,GCC Specs
BYD FangChengBao Leopard 5 I,2024,0 km,"180,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-2024/id/203704/,Trim Discovery Edition,Light Blue,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
BMW 2 Series M240i xDrive G42,2024,"78,000 km","209,750 AED",https://auto.ae/dubai/sale/car/bmw/bmw-2-series-g42-2024/id/203690/,Trim other,Black,Left-Hand Drive,"3.0 l, 374 hp, Petrol",Coupe,GCC Specs
BYD FangChengBao Leopard 8,2025,0 km,"265,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-8-2025/id/203696/,Trim Smart and Brave Flagship 6 Seater,Black,Left-Hand Drive,"2.0 l, 748 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 5 I,2024,0 km,"175,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-2024/id/203694/,Trim Discovery Edition,Black,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 5 I,2024,0 km,"155,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-2024/id/203693/,Trim Discovery Edition,Black,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 5 I,2024,0 km,"180,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-2024/id/203691/,Trim Discovery Edition,Green,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
Mercedes-Benz GLA 250 I (X156) Facelift,2018,"53,000 km","84,750 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gla-i-x156-facelift-2018/id/203674/,Trim other,White,Left-Hand Drive,"2.0 l, 211 hp, Petrol",SUV 5 dr.,GCC Specs
Aito M7 I,2024,0 km,"195,000 AED",https://auto.ae/dubai/sale/car/aito/aito-m7-2024/id/203687/,Trim Deluxe,Silver,Left-Hand Drive,"1.5 l, 449 hp, Hybrid",SUV 5 dr.,N/A
LiXiang L7 I Facelift,2025,0 km,"215,000 AED",https://auto.ae/dubai/sale/car/lixiang/lixiang-l7-i-facelift-2025/id/203685/,Trim Ultra,Black,Left-Hand Drive,"1.5 l, 449 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 5 I,2024,0 km,"155,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-2024/id/203684/,Trim Discovery Edition,Grey,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 8,2025,0 km,"245,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-8-2025/id/203683/,Trim Smart and Brave Flagship 7 Seater,Golden,Left-Hand Drive,"2.0 l, 748 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 8,2025,0 km,"245,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-8-2025/id/203681/,Trim Smart and Brave Flagship 7 Seater,Black,Left-Hand Drive,"2.0 l, 748 hp, Hybrid",SUV 5 dr.,N/A
BYD FangChengBao Leopard 5 I Facelift,2025,0 km,"175,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-5-i-facelift-2025/id/203680/,Trim God's Eye Ultra,Black,Left-Hand Drive,"1.5 l, 687 hp, Hybrid",SUV 5 dr.,N/A
LiXiang L7 I Facelift,2025,0 km,"215,000 AED",https://auto.ae/dubai/sale/car/lixiang/lixiang-l7-i-facelift-2025/id/203677/,Trim Pro,Grey,Left-Hand Drive,"1.5 l, 449 hp, Hybrid",SUV 5 dr.,N/A
Changan Deepal G318,2024,0 km,"102,000 AED",https://auto.ae/dubai/sale/car/changan/changan-deepal-g318-2024/id/203673/,Trim Comfort,Silver,Left-Hand Drive,"1.5 l, 430 hp, Hybrid",SUV 5 dr.,N/A
Porsche 718 Boxster IV 718 (982),2020,"72,000 km","225,750 AED",https://auto.ae/dubai/sale/car/porsche/porsche-boxster-iv-718-982-2020/id/203619/,Trim other,Yellow,Left-Hand Drive,"2.0 l, 300 hp, Petrol",N/A,GCC Specs
BYD Tang II Facelift,2025,0 km,"103,000 AED",https://auto.ae/dubai/sale/car/byd/byd-tang-ii-facelift-2025/id/203666/,N/A,White,Left-Hand Drive,"1.5 l, 357 hp, Hybrid",SUV 5 dr. EV,N/A
BYD Tang II Facelift,2024,0 km,"160,000 AED",https://auto.ae/dubai/sale/car/byd/byd-tang-ii-facelift-2024/id/203657/,Trim Premium,Black,Left-Hand Drive,"180 kWt, Electric",SUV 5 dr. EV,N/A
BYD Tang II Facelift,2024,0 km,"160,000 AED",https://auto.ae/dubai/sale/car/byd/byd-tang-ii-facelift-2024/id/203654/,Trim Premium,White,Left-Hand Drive,"180 kWt, Electric",SUV 5 dr. EV,N/A
Zeekr 001 I Facelift 1,2025,0 km,"225,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2025/id/203653/,Trim You,White,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Zeekr 001 I Facelift 1,2024,0 km,"200,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2024/id/203652/,Trim Me,Grey,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Xpeng G9,2024,0 km,"220,000 AED",https://auto.ae/dubai/sale/car/xpeng/xpeng-g9-2024/id/203651/,Trim 650 Pro,White,Left-Hand Drive,"405 kWt, Electric",SUV 5 dr.,N/A
Zeekr 001 I Facelift 1,2024,0 km,"200,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2024/id/203650/,Trim Me,Green,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
BYD Song Plus I Facelift,2024,0 km,"119,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2024/id/203649/,Trim Flagship Plus,Grey,Left-Hand Drive,"160 kWt, Electric",SUV 5 dr. EV,N/A
BYD Song Plus I Facelift,2024,0 km,"119,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2024/id/203648/,Trim Flagship Plus,Grey,Left-Hand Drive,"160 kWt, Electric",SUV 5 dr. EV,N/A
Zeekr 001 I Facelift 1,2024,0 km,"219,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2024/id/203647/,Trim You,Grey,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Zeekr 001 I Facelift 1,2023,0 km,"165,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2023/id/203646/,Trim Me,White,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Zeekr 001 I Facelift 1,2024,0 km,"189,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2024/id/203644/,Trim You,Blue,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Zeekr 001 I Facelift 1,2023,0 km,"165,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2023/id/203643/,Trim Me,White,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
BYD Han I Facelift 2,2024,0 km,"165,000 AED",https://auto.ae/dubai/sale/car/byd/byd-han-i-facelift-2-2024/id/203642/,Trim Premium,White,Left-Hand Drive,"1.5 l, 272 hp, Petrol",Sedan DM,N/A
Avatr 12,2024,0 km,"220,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-12-2024/id/203638/,Trim Performance,White,Left-Hand Drive,"425 kWt, Electric",N/A,N/A
Zeekr 001 I Facelift 1,2023,0 km,"165,000 AED",https://auto.ae/dubai/sale/car/zeekr/zeekr-001-i-facelift-2023/id/203637/,Trim Me,Grey,Left-Hand Drive,"580 kWt, Electric",N/A,N/A
Avatr 12,2024,0 km,"280,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-12-2024/id/203636/,Trim GT Edition,Black,Left-Hand Drive,"425 kWt, Electric",N/A,N/A
Avatr 11 I Facelift,2024,0 km,"220,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-11-i-facelift-2024/id/203635/,Trim Ultra pure electric,White,Left-Hand Drive,"402 kWt, Electric",SUV 5 dr.,N/A
Xpeng G9,2024,0 km,"185,000 AED",https://auto.ae/dubai/sale/car/xpeng/xpeng-g9-2024/id/203634/,Trim 650 Max,White,Left-Hand Drive,"405 kWt, Electric",SUV 5 dr.,N/A
Xpeng G9,2024,0 km,"185,000 AED",https://auto.ae/dubai/sale/car/xpeng/xpeng-g9-2024/id/203632/,Trim 650 Max,Grey,Left-Hand Drive,"405 kWt, Electric",SUV 5 dr.,N/A
BYD Song Plus I Facelift,2024,0 km,"115,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2024/id/203631/,Trim Flagship Plus,Black,Left-Hand Drive,"160 kWt, Electric",SUV 5 dr. EV,N/A
Xpeng G9,2024,0 km,"235,000 AED",https://auto.ae/dubai/sale/car/xpeng/xpeng-g9-2024/id/203630/,Trim 650 Pro,Green,Left-Hand Drive,"405 kWt, Electric",SUV 5 dr.,N/A
Xiaomi SU7 Pro,2024,0 km,"230,000 AED",https://auto.ae/dubai/sale/car/xiaomi/xiaomi-su7-2024/id/203629/,Trim Max,White,Left-Hand Drive,"495 kWt, Electric",Sedan Ultra,N/A
Xiaomi SU7 Pro,2024,0 km,"230,000 AED",https://auto.ae/dubai/sale/car/xiaomi/xiaomi-su7-2024/id/203628/,Trim Max,Black,Left-Hand Drive,"495 kWt, Electric",Sedan Ultra,N/A
Avatr 12,2024,0 km,"220,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-12-2024/id/203627/,Trim Performance,Black,Left-Hand Drive,"425 kWt, Electric",N/A,N/A
Avatr 11 I Facelift,2024,0 km,"240,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-11-i-facelift-2024/id/203626/,Trim Theatre Royal,White,Left-Hand Drive,"402 kWt, Electric",SUV 5 dr.,N/A
Avatr 12,2024,0 km,"285,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-12-2024/id/203625/,Trim GT Edition,White,Left-Hand Drive,"425 kWt, Electric",N/A,N/A
Avatr 11 I Facelift,2024,0 km,"250,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-11-i-facelift-2024/id/203624/,Trim Theatre Royal,White,Left-Hand Drive,"402 kWt, Electric",SUV 5 dr.,N/A
Avatr 11 I Facelift,2024,0 km,"225,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-11-i-facelift-2024/id/203623/,Trim Theatre Royal,Black,Left-Hand Drive,"402 kWt, Electric",SUV 5 dr.,N/A
Avatr 12,2024,0 km,"285,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-12-2024/id/203622/,Trim GT Edition,Grey,Left-Hand Drive,"425 kWt, Electric",N/A,N/A
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,1 km,"925,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203621/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Korean Specs
Avatr 11 I Facelift,2024,0 km,"220,000 AED",https://auto.ae/dubai/sale/car/avatr/avatr-11-i-facelift-2024/id/203620/,Trim Ultra pure electric,Black,Left-Hand Drive,"402 kWt, Electric",SUV 5 dr.,N/A
Rolls-Royce Cullinan Black Badge I Facelift,2025,1 km,"2,390,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-i-facelift-2025/id/203616/,Trim Individual,Grey,Left-Hand Drive,"6.7 l, 600 hp, Petrol",SUV 5 dr. Series Ii,European Specs
Rolls-Royce Cullinan Black Badge I Facelift,2025,"1,976 km","2,390,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-i-facelift-2025/id/203615/,Trim Individual,Grey,Left-Hand Drive,"6.7 l, 600 hp, Petrol",SUV 5 dr. Series Ii,European Specs
Ferrari Purosangue,2025,1 km,"2,295,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-purosangue-2025/id/203614/,Trim Purosangue,Black,Left-Hand Drive,"6.5 l, 725 hp, Petrol",SUV 5 dr.,European Specs
Rolls-Royce Cullinan Black Badge I Facelift,2025,1 km,"2,290,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-i-facelift-2025/id/203613/,Trim Individual,Black,Left-Hand Drive,"6.7 l, 600 hp, Petrol",SUV 5 dr. Series Ii,European Specs
Rolls-Royce Spectre,2025,1 km,"1,850,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-spectre-2025/id/203612/,Trim Individual,Black,Left-Hand Drive,"485 kWt, Electric",Coupe,European Specs
Ferrari SF90 Stradale Spider I,2023,700 km,"1,770,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-sf90-stradale-i-2023/id/203611/,Trim SF90 Spider,Red,Left-Hand Drive,"4.0 l, 1000 hp, Hybrid",N/A,European Specs
Rolls-Royce Cullinan Black Badge I,2024,1 km,"1,490,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-2024/id/203598/,Trim Individual,Black,Left-Hand Drive,"6.7 l, 600 hp, Petrol",SUV 5 dr.,European Specs
Lamborghini Urus Se I Facelift,2025,"7,000 km","1,350,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2025/id/203596/,Trim SE,Black,Left-Hand Drive,"4.0 l, 800 hp, Hybrid",SUV 5 dr. S,European Specs
Rolls-Royce Cullinan I,2023,"12,160 km","1,261,746 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-cullinan-2023/id/203594/,Trim Individual,Black,Left-Hand Drive,"6.7 l, 571 hp, Petrol",SUV 5 dr.,European Specs
Lamborghini Urus S I Facelift,2024,1 km,"1,200,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2024/id/203593/,Trim S,Yellow,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,European Specs
Lamborghini Urus S I Facelift,2024,"13,500 km","1,166,326 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2024/id/203587/,Trim S,Light Blue,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,European Specs
Lamborghini Urus Performante I Facelift,2023,"47,636 km","1,025,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/203585/,Trim Performante,Light Blue,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,1 km,"925,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203583/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Korean Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"5,400 km","875,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203576/,Trim AMG G 63,Green,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Porsche 911 GT3 992,2024,1 km,"839,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-911-gt3-992-2024/id/203573/,Trim GT3,White,Left-Hand Drive,"4.0 l, 510 hp, Petrol",Coupe,European Specs
Ferrari Roma,2023,"13,747 km","785,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-roma-2023/id/203572/,Trim Individual,Black,Left-Hand Drive,"3.9 l, 620 hp, Petrol",Coupe,European Specs
Land Rover Defender Octa II,2025,1 km,"755,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2025/id/203571/,Trim Base,Golden,Left-Hand Drive,"4.4 l, 635 hp, Petrol",SUV 5 dr. 110,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"11,650 km","750,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203570/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"34,400 km","695,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203569/,Trim AMG G 63,Green,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"29,000 km","719,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203568/,Trim AMG G 63,Golden,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"4,470 km","699,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/203567/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Korean Specs
Land Rover Range Rover P530 MHEV V,2024,1 km,"693,630 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2024/id/203566/,Trim Autobiography,Black,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,European Specs
Porsche 718 Spyder Black Badge I (982),2024,1 km,"679,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-718-spyder-i-982-2024/id/203565/,Trim 718 Spyder RS,Green,Left-Hand Drive,"4.0 l, 500 hp, Petrol",N/A,European Specs
Mercedes-Benz V-Class 300 III (W447) Facelift 2,2025,1 km,"595,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-v-class-iii-w447-facelift-2-2025/id/203564/,Trim Exclusive,Black,Left-Hand Drive,"2.0 l, 231 hp, Petrol",Mini Van Long,GCC Specs
Cadillac Escalade 600 V Facelift,2025,1 km,"505,000 AED",https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-facelift-2025/id/203562/,Trim Sport Platinum,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr. ESV,GCC Specs
Porsche 911 Carrera 4S VIII (992),2024,"1,400 km","538,022 AED",https://auto.ae/dubai/sale/car/porsche/porsche-911-viii-992-2024/id/203561/,Trim Carrera 4S,Black,Left-Hand Drive,"3.0 l, 450 hp, Petrol",Coupe,Korean Specs
Cadillac Escalade 600 V Facelift,2025,1 km,"495,000 AED",https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-facelift-2025/id/203560/,Trim Sport,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr. ESV,GCC Specs
Mercedes-Benz GLS 450 II (X167) Facelift,2024,1 km,"429,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gls-ii-x167-facelift-2024/id/203559/,Trim GLS 450 4MATIC,White,Left-Hand Drive,"3.0 l, 381 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz GLS 450 II (X167) Facelift,2024,1 km,"429,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gls-ii-x167-facelift-2024/id/203558/,Trim GLS 450 4MATIC,White,Left-Hand Drive,"3.0 l, 381 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz GLE Coupe AMG 53 AMG II (C167) Facelift,2024,1 km,"419,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-coupe-amg-ii-c167-facelift-2024/id/203556/,Trim GLE 53 4MATIC+,Grey,Left-Hand Drive,"3.0 l, 435 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz GLE AMG 53 AMG II (V167) Facelift,2023,1 km,"389,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-amg-ii-v167-facelift-2023/id/203554/,Trim GLE 53 4MATIC+,Black,Left-Hand Drive,"3.0 l, 435 hp, Petrol",SUV 5 dr.,European Specs
Land Rover Defender 110 II,2024,1 km,"359,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2024/id/203550/,Trim X-Dynamic SE,White,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,European Specs
Cadillac Escalade V,2022,"45,000 km","320,000 AED",https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-2022/id/203549/,Trim Sport Platinum,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr.,GCC Specs
GMC Yukon V Facelift,2025,1 km,"315,000 AED",https://auto.ae/dubai/sale/car/gmc/gmc-yukon-v-facelift-2025/id/203547/,Trim Denali,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr. XL,GCC Specs
