title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Land Rover Range Rover Sport P340 II Facelift,2018,"59,000 km","165,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2018/id/215072/,Trim HSE DYNAMIC,White,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,N/A
Mitsubishi L200 V Facelift,2022,"113,000 km","47,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-l200-v-facelift-2022/id/215069/,Trim GL,White,Left-Hand Drive,"2.4 l, 128 hp, Petrol",Pickup double cab,GCC Specs
Land Rover Range Rover Sport P340 II Facelift,2021,"33,000 km","175,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2021/id/215071/,Trim HSE DYNAMIC,White,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,N/A
BMW 5 Series 520i VII (G30/G31),2020,"100,000 km","89,000 AED",https://auto.ae/sharjah/sale/car/bmw/bmw-5-series-vii-g30g31-2020/id/215064/,Trim 520i,Blue,Left-Hand Drive,"2.0 l, 184 hp, Petrol",Sedan,GCC Specs
Land Rover Range Rover P525 IV Facelift,2019,"76,000 km","219,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-iv-facelift-2019/id/215067/,N/A,Black,Left-Hand Drive,"5.0 l, 525 hp, Petrol",SUV 5 dr.,N/A
Land Rover Range Rover Sport SVR II Facelift,2018,"45,700 km","220,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2018/id/215065/,Trim SVR,Red,Left-Hand Drive,"5.0 l, 575 hp, Petrol",SUV 5 dr.,N/A
Land Rover Range Rover Sport SVR II Facelift,2019,"33,500 km","230,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2019/id/215063/,Trim SVR,Black,Left-Hand Drive,"5.0 l, 575 hp, Petrol",SUV 5 dr.,N/A
Chevrolet Impala X,2019,"136,000 km","53,999 AED",https://auto.ae/sharjah/sale/car/chevrolet/chevrolet-impala-x-2019/id/215061/,Trim other,White,Left-Hand Drive,"3.6 l, 309 hp, Petrol",Sedan,GCC Specs
Land Rover Defender 110 II,2025,"3,200 km","375,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2025/id/215062/,N/A,Black,Left-Hand Drive,"2.0 l, 300 hp, Petrol",SUV 5 dr. 110,N/A
Land Rover Range Rover Sport P400 MHEV III,2024,"14,000 km","388,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2024/id/215060/,Trim Dynamic SE,Black,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,N/A
Mitsubishi Attrage I Facelift,2022,"58,000 km","21,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-attrage-i-facelift-2022/id/215058/,Trim other,White,Left-Hand Drive,"1.2 l, 78 hp, Petrol",Sedan,GCC Specs
Land Rover Range Rover Sport P360 MHEV III,2025,0 km,"429,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2025/id/215057/,Trim SE,White,Left-Hand Drive,"3.0 l, 360 hp, Petrol",SUV 5 dr.,N/A
Renault Duster II,2021,"89,000 km","36,000 AED",https://auto.ae/sharjah/sale/car/renault/renault-duster-ii-2021/id/215052/,Trim other,Red,Left-Hand Drive,"1.6 l, 114 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover P530 MHEV V,2023,"30,000 km","439,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2023/id/215055/,Trim SE,White,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,N/A
Land Rover Range Rover P530 MHEV V,2024,"18,000 km","488,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2024/id/215054/,N/A,White,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,N/A
Land Rover Range Rover P400 MHEV V,2024,"10,400 km","499,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2024/id/215053/,Trim Autobiography,Black,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,N/A
Land Rover Range Rover P530 MHEV V,2024,"6,900 km","599,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2024/id/215051/,Trim Autobiography,Beige,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,N/A
Mitsubishi Eclipse Cross I Facelift,2022,"85,000 km","50,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-eclipse-cross-i-facelift-2022/id/215048/,Trim GLX H/L,Silver,Left-Hand Drive,"1.5 l, 150 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover P550e V,2025,0 km,"699,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2025/id/215049/,Trim Autobiography,Grey,Left-Hand Drive,"3.0 l, 550 hp, Hybrid",SUV 5 dr.,N/A
Land Rover Range Rover Sport P635 III,2025,"7,400 km","699,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2025/id/215047/,Trim SV Black,Black,Left-Hand Drive,"4.4 l, 635 hp, Petrol",SUV 5 dr.,N/A
Mitsubishi Eclipse Cross I Facelift,2022,"78,000 km","50,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-eclipse-cross-i-facelift-2022/id/215046/,Trim GLS M/L,White,Left-Hand Drive,"1.5 l, 150 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Patrol VI (Y62) Facelift,2019,"143,000 km","86,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-patrol-vi-y62-facelift-2019/id/215045/,Trim Top,White,Left-Hand Drive,"5.6 l, 405 hp, Petrol",SUV 5 dr.,GCC Specs
GMC Yukon XL IV (GMT K2UG),2020,"154,000 km","86,999 AED",https://auto.ae/sharjah/sale/car/gmc/gmc-yukon-iv-gmt-k2ug-2020/id/215044/,Trim other,Silver,Left-Hand Drive,"5.3 l, 355 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG Keyvany 820HP II (W465) Facelift,2022,600 km,"1,099,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2022/id/214576/,Trim AMG G 63,Red,Left-Hand Drive,"4 l, 820 hp, Petrol",SUV 5 dr.,European Specs
BMW i3 40 I (G28) Facelift,2024,0 km,"125,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-i3-i-g28-facelift-2024/id/214540/,N/A,Black,Left-Hand Drive,"250 kWt, Electric",Sedan,N/A
"Mercedes-Benz S-Class AMG 63 AMG Long III (W222, C217) Facelift",2018,"51,000 km","225,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-amg-iii-w222-c217-facelift-2018/id/214735/,N/A,White,Left-Hand Drive,"4.0 l, 612 hp, Petrol",Sedan,GCC Specs
Mitsubishi L200 V Facelift,2021,"103,000 km","42,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-l200-v-facelift-2021/id/215043/,Trim GL,White,Left-Hand Drive,"2.4 l, 128 hp, Petrol",Pickup double cab,GCC Specs
Dodge Charger SRT VII (LD) Facelift,2023,400 km,"239,000 AED",https://auto.ae/dubai/sale/car/dodge/dodge-charger-vii-ld-facelift-2023/id/214731/,N/A,Black,Left-Hand Drive,"6.4 l, 492 hp, Petrol",Sedan,European Specs
Toyota Avanza II,2020,"113,000 km","37,999 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-avanza-ii-2020/id/215042/,Trim other,White,Left-Hand Drive,"1.5 l, 104 hp, Petrol",Mini Van,GCC Specs
Hyundai Tucson IV,2022,"68,000 km","60,999 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-tucson-iv-2022/id/215037/,Trim other,Brown,Left-Hand Drive,"2.0 l, 156 hp, Petrol",SUV 5 dr.,GCC Specs
Tesla Model Y Long Range Dual Motor I,2023,"27,700 km","115,000 AED",https://auto.ae/dubai/sale/car/tesla/tesla-model-y-i-2023/id/215025/,Trim Model Y,White,Left-Hand Drive,"378 kWt, Electric",SUV 5 dr.,GCC Specs
Toyota Yaris IV,2022,"67,000 km","37,999 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-yaris-iv-2022/id/215032/,Trim E,Silver,Left-Hand Drive,"1.5 l, 105 hp, Petrol",Sedan,GCC Specs
Infiniti QX70,2019,"156,600 km","53,000 AED",https://auto.ae/dubai/sale/car/infiniti/infiniti-qx70-2019/id/215026/,Trim Premium + NAVI,Brown,Left-Hand Drive,"3.7 l, 333 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Picanto III,2019,"117,998 km","19,999 AED",https://auto.ae/sharjah/sale/car/kia/kia-picanto-iii-2019/id/215028/,Trim Europa League,White,Left-Hand Drive,"1.2 l, 84 hp, Petrol",Hatchback 5 dr.,GCC Specs
MG TD Midget I,1952,"2,000 km","250,000 AED",https://auto.ae/dubai/sale/car/mg/mg-td-midget-i-1952/id/202164/,N/A,Green,Left-Hand Drive,"1.2 l, 57 hp, Petrol",N/A,N/A
Land Rover Range Rover P400 MHEV V,2023,"34,500 km","430,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2023/id/214904/,Trim SE,White,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,N/A
Toyota Corolla Sporty XII (E210),2024,"56,000 km","45,000 AED",https://auto.ae/dubai/sale/car/toyota/toyota-corolla-xii-e210-2024/id/214841/,N/A,Black,Left-Hand Drive,"2.0 l, 169 hp, Petrol",Sedan,Canadian Specs
Toyota Hilux VIII Facelift,2024,"9,000 km","107,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-hilux-viii-facelift-2024/id/214838/,Trim DLX,White,Left-Hand Drive,"2.4 l, 150 hp, Diesel",Pickup double cab,GCC Specs
Ford Explorer VI,2023,"44,000 km","104,999 AED",https://auto.ae/sharjah/sale/car/ford/ford-explorer-vi-2023/id/214834/,Trim other,Grey,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,GCC Specs
Renault Koleos II Facelift,2023,"58,000 km","48,999 AED",https://auto.ae/sharjah/sale/car/renault/renault-koleos-ii-facelift-2023/id/214832/,Trim other,White,Left-Hand Drive,"2.5 l, 171 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Grand Cherokee IV (WK2) Facelift,2021,"128,000 km","79,999 AED",https://auto.ae/sharjah/sale/car/jeep/jeep-grand-cherokee-iv-wk2-facelift-2021/id/214829/,Trim other,White,Left-Hand Drive,"3.6 l, 290 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Rio IV Facelift (Global market),2021,"91,000 km","28,999 AED",https://auto.ae/sharjah/sale/car/kia/kia-rio-iv-facelift-global-market-2021/id/214826/,Trim other,Red,Left-Hand Drive,"1.6 l, 120 hp, Petrol",Sedan,GCC Specs
Mitsubishi Pajero IV Facelift 2,2022,"68,000 km","73,000 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-pajero-iv-facelift-2-2022/id/214825/,Trim other,White,Left-Hand Drive,"3.0 l, 184 hp, Petrol",SUV 5 dr.,GCC Specs
Hyundai Elantra VII (CN7),2023,"75,000 km","49,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-elantra-vii-cn7-2023/id/214824/,Trim Import,White,Left-Hand Drive,"1.6 l, 128 hp, Petrol",Sedan,GCC Specs
Mercedes-Benz GLC Coupe 250 I (C253),2018,"182,000 km","87,999 AED",https://auto.ae/sharjah/sale/car/mercedes-benz/mercedes-benz-glc-coupe-i-c253-2018/id/214823/,Trim GLC 250 4MATIC Coupe Special Edition,Black,Left-Hand Drive,"2.0 l, 211 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Grand Cherokee IV (WK2) Facelift,2021,"126,000 km","79,999 AED",https://auto.ae/sharjah/sale/car/jeep/jeep-grand-cherokee-iv-wk2-facelift-2021/id/214822/,Trim other,Grey,Left-Hand Drive,"3.6 l, 290 hp, Petrol",SUV 5 dr.,GCC Specs
JAC J7 I,2023,"60,000 km","32,999 AED",https://auto.ae/sharjah/sale/car/jac/jac-j7-i-2023/id/214821/,Trim Luxury,Grey,Left-Hand Drive,"1.5 l, 136 hp, Petrol",N/A,GCC Specs
Nissan X-Terra,2022,"87,000 km","71,999 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-x-terra-2022/id/214820/,Trim other,White,Left-Hand Drive,"2.5 l, 165 hp, Petrol",SUV 5 dr.,GCC Specs
BMW 3 Series 325i VII (G2x) Facelift 2,2025,0 km,"150,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-3-series-vii-g2x-facelift-2-2025/id/214544/,N/A,Black,Left-Hand Drive,"2.0 l, 204 hp, Petrol",Sedan Long,N/A
Mercedes-Benz Vito III (W447),2024,0 km,"599,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-vito-iii-w447-2024/id/214580/,N/A,Black,Left-Hand Drive,"2.0 l, 211 hp, Petrol",Mini Van L1,Chinese Specs
Lamborghini Urus I,2022,"11,000 km","1,499,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-2022/id/214549/,N/A,Yellow,Left-Hand Drive,"4.0 l, 650 hp, Petrol",SUV 5 dr.,European Specs
Chevrolet Camaro VI,2018,"95,000 km","179,999 AED",https://auto.ae/dubai/sale/car/chevrolet/chevrolet-camaro-vi-2018/id/214559/,N/A,Green,Left-Hand Drive,"6.2 l, 660 hp, Petrol",Coupe,GCC Specs
Porsche 718 Boxster S II (987),2006,"116,000 km","49,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-718-boxster-ii-987-2006/id/214753/,N/A,Blue,Left-Hand Drive,"3.2 l, 280 hp, Petrol",N/A,GCC Specs
Volkswagen Golf GTI VII Facelift,2018,"140,000 km","55,000 AED",https://auto.ae/dubai/sale/car/volkswagen/volkswagen-golf-gti-vii-facelift-2018/id/214752/,N/A,White,Left-Hand Drive,"2.0 l, 245 hp, Petrol",Hatchback 5 dr.,GCC Specs
Land Rover Range Rover P510 IV,2013,"180,000 km","69,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-iv-2013/id/214751/,Trim Vogue SE,Black,Left-Hand Drive,"5.0 l, 510 hp, Petrol",SUV 5 dr.,GCC Specs
MINI Hatch John Cooper Works III (F55/F56) Facelift,2020,"100,000 km","75,000 AED",https://auto.ae/dubai/sale/car/mini/mini-hatch-iii-f55f56-facelift-2020/id/214750/,N/A,Black,Left-Hand Drive,"2.0 l, 306 hp, Petrol",Hatchback 3 dr.,Korean Specs
BMW X5 35i III (F15),2016,"105,000 km","75,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-x5-iii-f15-2016/id/214749/,N/A,Brown,Left-Hand Drive,"3.0 l, 306 hp, Petrol",SUV 5 dr.,GCC Specs
BMW M2 F87 Facelift,2017,"60,000 km","110,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-m2-f87-facelift-2017/id/214748/,N/A,Blue,Left-Hand Drive,"3.0 l, 370 hp, Petrol",Coupe,Korean Specs
Jeep Wrangler IV (JL),2021,"78,000 km","115,000 AED",https://auto.ae/dubai/sale/car/jeep/jeep-wrangler-iv-jl-2021/id/214747/,N/A,Black,Left-Hand Drive,"3.6 l, 285 hp, Petrol",SUV 5 dr.,GCC Specs
BMW Z4 20i III (G29),2021,"51,000 km","135,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-z4-iii-g29-2021/id/214746/,Trim sDrive20i,Black,Left-Hand Drive,"2.0 l, 197 hp, Petrol",N/A,N/A
BMW X5 40i IV (G05/G18),2020,"97,000 km","159,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-x5-iv-g05g18-2020/id/214745/,Trim xDrive40i M Sport,Navy Blue,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche Cayman III 718 (982),2017,"51,000 km","160,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-cayman-iii-718-982-2017/id/214744/,N/A,Navy Blue,Left-Hand Drive,"2.0 l, 250 hp, Petrol",Coupe,GCC Specs
Land Rover Range Rover P525 IV Facelift,2018,"137,000 km","169,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-iv-facelift-2018/id/214743/,N/A,Grey,Left-Hand Drive,"5.0 l, 525 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche Cayman III 718 (982),2018,"69,800 km","169,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-cayman-iii-718-982-2018/id/214742/,N/A,Silver,Left-Hand Drive,"2.0 l, 250 hp, Petrol",Coupe,GCC Specs
Porsche 911 Carrera 4S VI (997) Facelift,2009,"118,000 km","169,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-911-vi-997-facelift-2009/id/214741/,N/A,Black,Left-Hand Drive,"3.8 l, 385 hp, Petrol",N/A,GCC Specs
Audi Q7 45 TFSI II (4M) Facelift,2022,"80,000 km","169,000 AED",https://auto.ae/dubai/sale/car/audi/audi-q7-ii-4m-facelift-2022/id/214740/,N/A,Black,Left-Hand Drive,"2.0 l, 252 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz AMG GT S I,2015,"138,000 km","209,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-amg-gt-i-2015/id/214739/,Trim AMG GT S,White,Left-Hand Drive,"4.0 l, 510 hp, Petrol",Coupe,European Specs
"Mercedes-Benz S-Class AMG 63 AMG III (W222, C217)",2015,"76,000 km","215,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-amg-iii-w222-c217-2015/id/214737/,N/A,White,Left-Hand Drive,"5.5 l, 585 hp, Petrol",Coupe,GCC Specs
Audi Q8 55 TFSI I (4M),2021,"65,000 km","220,000 AED",https://auto.ae/dubai/sale/car/audi/audi-q8-i-4m-2021/id/214736/,Trim 55 TFSI,Black,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche 911 Carrera VII (991),2013,"54,000 km","229,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-911-vii-991-2013/id/214734/,Trim Carrera,White,Left-Hand Drive,"3.4 l, 350 hp, Petrol",Coupe,GCC Specs
Bentley Bentayga Speed I,2018,"119,000 km","239,000 AED",https://auto.ae/dubai/sale/car/bentley/bentley-bentayga-i-2018/id/214733/,N/A,Black,Left-Hand Drive,"6.0 l, 635 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche 718 Boxster IV 718 (982),2022,"11,000 km","239,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-718-boxster-iv-718-982-2022/id/214732/,N/A,Blue,Left-Hand Drive,"2.0 l, 300 hp, Petrol",N/A,N/A
Tesla Model S Plaid I Facelift 2,2023,"60,000 km","245,000 AED",https://auto.ae/dubai/sale/car/tesla/tesla-model-s-i-facelift-2-2023/id/214730/,Trim Model S,Silver,Left-Hand Drive,"761 kWt, Electric",N/A,GCC Specs
BMW M5 VI (F90),2020,"83,000 km","275,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-m5-vi-f90-2020/id/214729/,Trim M5,Blue,Left-Hand Drive,"4.4 l, 600 hp, Petrol",Sedan,GCC Specs
Porsche 718 Boxster GTS IV 718 (982),2016,"51,000 km","289,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-718-boxster-iv-718-982-2016/id/214728/,N/A,Grey,Left-Hand Drive,"4.0 l, 400 hp, Petrol",N/A,GCC Specs
Toyota Land Cruiser Prado 250 Series,2025,0 km,"170,000 AED",https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-prado-250-series-2025/id/214726/,N/A,Grey,Left-Hand Drive,"2.4 l, 282 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Cherokee VI (KM),2025,0 km,"142,000 AED",https://auto.ae/dubai/sale/car/jeep/jeep-cherokee-vi-km-2025/id/214725/,N/A,Black,Left-Hand Drive,"1.6 l, 210 hp, Hybrid",SUV 5 dr.,GCC Specs
Renault Duster II,2025,0 km,"42,000 AED",https://auto.ae/dubai/sale/car/renault/renault-duster-ii-2025/id/214724/,N/A,White,Left-Hand Drive,"1.6 l, 114 hp, Petrol",SUV 5 dr.,GCC Specs
Renault Duster II,2025,0 km,"43,000 AED",https://auto.ae/dubai/sale/car/renault/renault-duster-ii-2025/id/214723/,N/A,Grey,Left-Hand Drive,"1.6 l, 114 hp, Petrol",SUV 5 dr.,GCC Specs
Renault Arkana I Facelift,2025,0 km,"50,000 AED",https://auto.ae/dubai/sale/car/renault/renault-arkana-i-facelift-2025/id/214722/,N/A,White,Left-Hand Drive,"1.3 l, 158 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Patrol VII (Y63),2026,0 km,"278,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vii-y63-2026/id/214721/,Trim LE T2,White,Left-Hand Drive,"3.5 l, 425 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Patrol VII (Y63),2026,0 km,"344,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vii-y63-2026/id/214720/,Trim LE Platinum City,Black,Left-Hand Drive,"3.5 l, 425 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Patrol VI (Y62) Facelift 2,2022,"56,000 km","235,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vi-y62-facelift-2-2022/id/214719/,Trim Nismo,Black,Left-Hand Drive,"5.6 l, 428 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Altima VI (L34) Facelift,2025,0 km,"99,800 AED",https://auto.ae/dubai/sale/car/nissan/nissan-altima-vi-l34-facelift-2025/id/214717/,N/A,White,Left-Hand Drive,"2.5 l, 182 hp, Petrol",Sedan,GCC Specs
Nissan Sunny N17 Facelift,2025,0 km,"38,500 AED",https://auto.ae/dubai/sale/car/nissan/nissan-sunny-n17-facelift-2025/id/214716/,N/A,White,Left-Hand Drive,"1.5 l, 108 hp, Petrol",Sedan,GCC Specs
Nissan X-Trail IV,2025,0 km,"116,200 AED",https://auto.ae/dubai/sale/car/nissan/nissan-x-trail-iv-2025/id/214715/,N/A,White,Left-Hand Drive,"2.5 l, 184 hp, Petrol",SUV 5 dr.,GCC Specs
Pontiac Firebird IV,1993,"154,000 km","34,500 AED",https://auto.ae/dubai/sale/car/pontiac/pontiac-firebird-iv-1993/id/214713/,N/A,Red,Left-Hand Drive,"5.7 l, 275 hp, Petrol",Coupe,American Specs
Toyota Corolla XII (E210),2023,"53,000 km","57,999 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-corolla-xii-e210-2023/id/214690/,Trim Style,White,Left-Hand Drive,"1.6 l, 122 hp, Petrol",Sedan,GCC Specs
Mazda CX-5 II,2020,"78,000 km","49,999 AED",https://auto.ae/sharjah/sale/car/mazda/mazda-cx-5-ii-2020/id/214688/,Trim other,Red,Left-Hand Drive,"2.5 l, 190 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Corolla XII (E210),2018,"153,000 km","33,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-corolla-xii-e210-2018/id/214684/,Trim Style,Red,Left-Hand Drive,"1.6 l, 122 hp, Petrol",Sedan,N/A
Hyundai Creta II,2023,"52,000 km","56,999 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-creta-ii-2023/id/214681/,Trim Classic,Grey,Left-Hand Drive,"1.6 l, 123 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Sportage V,2023,"75,000 km","74,999 AED",https://auto.ae/sharjah/sale/car/kia/kia-sportage-v-2023/id/214677/,Trim other,Black,Left-Hand Drive,"2.0 l, 156 hp, Petrol",SUV 5 dr.,GCC Specs
Kia Cerato IV,2023,"46,000 km","49,999 AED",https://auto.ae/sharjah/sale/car/kia/kia-cerato-iv-2023/id/214674/,Trim Comfort,White,Left-Hand Drive,"1.6 l, 128 hp, Petrol",Sedan,GCC Specs
MG ZS II Facelift,2022,"61,000 km","34,999 AED",https://auto.ae/sharjah/sale/car/mg/mg-zs-ii-facelift-2022/id/214665/,Trim Luxury,White,Left-Hand Drive,"1.5 l, 114 hp, Petrol",SUV 5 dr.,GCC Specs
Nissan Navara (Frontier) IV (D23),2020,"80,000 km","44,999 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-navara-frontier-iv-d23-2020/id/214663/,Trim other,White,Left-Hand Drive,"2.5 l, 168 hp, Petrol",Pickup double cab Double-Cab,GCC Specs
Hyundai Elantra VII (CN7) Facelift,2024,"4,700 km","50,000 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-elantra-vii-cn7-facelift-2024/id/214660/,Trim other,Silver,Left-Hand Drive,"1.6 l, 128 hp, Petrol",Sedan,American Specs
Toyota Corolla Cross I,2023,"45,000 km","69,999 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-corolla-cross-i-2023/id/214661/,Trim other,White,Left-Hand Drive,"1.8 l, 140 hp, Petrol",SUV 5 dr.,GCC Specs
Mitsubishi L200 V Facelift,2020,"133,000 km","51,999 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-l200-v-facelift-2020/id/214643/,Trim GL,White,Left-Hand Drive,"2.4 l, 132 hp, Petrol",Pickup double cab,GCC Specs
Mitsubishi ASX I Facelift 3,2022,"89,000 km","42,000 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-asx-i-facelift-3-2022/id/214641/,Trim Instyle,Silver,Left-Hand Drive,"2.0 l, 150 hp, Petrol",SUV 5 dr.,GCC Specs
MG 5 II,2022,"71,000 km","34,999 AED",https://auto.ae/sharjah/sale/car/mg/mg-5-ii-2022/id/214640/,Trim Deluxe,Light Blue,Left-Hand Drive,"1.5 l, 122 hp, Petrol",N/A,GCC Specs
Nissan X-Trail III Facelift,2022,"88,000 km","57,999 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-x-trail-iii-facelift-2022/id/214639/,Trim other,White,Left-Hand Drive,"2.5 l, 171 hp, Petrol",SUV 5 dr.,GCC Specs
Hyundai Creta II,2022,"79,000 km","47,999 AED",https://auto.ae/sharjah/sale/car/hyundai/hyundai-creta-ii-2022/id/214638/,Trim Classic,Grey,Left-Hand Drive,"1.6 l, 123 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Grand Cherokee IV (WK2) Facelift,2021,"77,000 km","77,999 AED",https://auto.ae/sharjah/sale/car/jeep/jeep-grand-cherokee-iv-wk2-facelift-2021/id/214637/,Trim other,Silver,Left-Hand Drive,"3.6 l, 290 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Yaris XP150 Facelift,2022,"86,000 km","40,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-yaris-xp150-facelift-2022/id/214636/,Trim other,White,Left-Hand Drive,"1.5 l, 112 hp, Petrol",Sedan,GCC Specs
Mitsubishi L200 V Facelift,2022,"75,000 km","59,000 AED",https://auto.ae/sharjah/sale/car/mitsubishi/mitsubishi-l200-v-facelift-2022/id/214635/,Trim GL,White,Left-Hand Drive,"2.4 l, 128 hp, Petrol",Pickup double cab,GCC Specs
Ford EcoSport II Facelift,2021,"94,000 km","31,999 AED",https://auto.ae/sharjah/sale/car/ford/ford-ecosport-ii-facelift-2021/id/214633/,Trim Trend,White,Left-Hand Drive,"1.5 l, 123 hp, Petrol",SUV 5 dr.,GCC Specs
