title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Hyundai Tucson IV,2022,"37,904 km","49,999 AED",https://auto.ae/dubai/sale/car/hyundai/hyundai-tucson-iv-2022/id/219318/,N/A,Blue,Left-Hand Drive,"2.5 l, 190 hp, Petrol",SUV 5 dr.,American Specs
Lamborghini Urus I,2019,"102,000 km","585,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-2019/id/219319/,N/A,Yellow,Left-Hand Drive,"4.0 l, 650 hp, Petrol",SUV 5 dr.,GCC Specs
Lamborghini Huracán I,2017,"15,000 km","639,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-2017/id/219317/,Trim LP-610,Blue,Left-Hand Drive,"5.2 l, 610 hp, Petrol",N/A,N/A
Toyota HiAce H300,2020,"119,311 km","69,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-hiace-h300-2020/id/219314/,N/A,White,Left-Hand Drive,"3.5 l, 281 hp, Petrol",VAN,GCC Specs
Lamborghini Gallardo I Facelift,2013,"17,000 km","649,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-gallardo-i-facelift-2013/id/219316/,N/A,White,Left-Hand Drive,"5.2 l, 570 hp, Petrol",N/A,N/A
Lamborghini Huracán I,2017,"13,000 km","675,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-2017/id/219315/,Trim LP-610,Purple,Left-Hand Drive,"5.2 l, 610 hp, Petrol",N/A,N/A
Lamborghini Huracán EVO Spyder I Facelift,2019,"12,000 km","749,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2019/id/219312/,N/A,Green,Left-Hand Drive,"5.2 l, 640 hp, Petrol",N/A,N/A
Lamborghini Murcielago I Facelift,2008,"43,000 km","785,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-murcielago-i-facelift-2008/id/219310/,N/A,White,Left-Hand Drive,"6.5 l, 640 hp, Petrol",Coupe,N/A
Lamborghini Urus I,2020,"34,000 km","799,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-2020/id/219309/,Trim Base,Black,Left-Hand Drive,"4.0 l, 650 hp, Petrol",SUV 5 dr.,N/A
Toyota HiAce H300,2023,"81,615 km","122,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-hiace-h300-2023/id/219308/,N/A,White,Left-Hand Drive,"3.5 l, 281 hp, Petrol",VAN,GCC Specs
Lamborghini Urus I,2020,"16,000 km","799,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-2020/id/219307/,Trim Base,White,Left-Hand Drive,"4.0 l, 650 hp, Petrol",SUV 5 dr.,N/A
Lamborghini Huracán EVO I Facelift,2021,"11,000 km","849,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2021/id/219306/,N/A,Blue,Left-Hand Drive,"5.2 l, 640 hp, Petrol",Coupe,N/A
Toyota HiAce H300,2025,0 km,"124,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-hiace-h300-2025/id/219304/,N/A,White,Left-Hand Drive,"3.5 l, 281 hp, Petrol",VAN,GCC Specs
Lamborghini Huracán EVO Spyder I Facelift,2020,"17,000 km","899,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2020/id/219305/,N/A,Green,Left-Hand Drive,"5.2 l, 640 hp, Petrol",N/A,N/A
Lamborghini Huracán EVO I Facelift,2022,"7,000 km","929,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2022/id/219303/,N/A,Red,Left-Hand Drive,"5.2 l, 640 hp, Petrol",Coupe,N/A
Lamborghini Huracán I,2019,"9,000 km","945,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-2019/id/219301/,N/A,Yellow,Left-Hand Drive,"5.2 l, 640 hp, Petrol",Coupe,N/A
Hyundai Accent V Facelift,2022,"110,762 km","33,999 AED",https://auto.ae/dubai/sale/car/hyundai/hyundai-accent-v-facelift-2022/id/219300/,N/A,White,Left-Hand Drive,"1.6 l, 123 hp, Petrol",Sedan,GCC Specs
Lamborghini Huracán Sterrato I Facelift,2023,10 km,"995,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2023/id/219299/,Trim Sterrato,White,Left-Hand Drive,"5.2 l, 610 hp, Petrol",Coupe,N/A
Toyota Yaris XP150,2015,"157,000 km","25,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-yaris-xp150-2015/id/219296/,N/A,Grey,Left-Hand Drive,"1.5 l, 107 hp, Petrol",Sedan,GCC Specs
Nissan Urvan V (E26) / NV350 Urvan,2022,"107,268 km","52,500 AED",https://auto.ae/dubai/sale/car/nissan/nissan-urvan-v-e26-nv350-urvan-2022/id/219295/,Trim Standard,White,Left-Hand Drive,"2.5 l, 147 hp, Petrol",Mini Van,GCC Specs
Lamborghini Aventador LP700-4 I,2014,"5,000 km","1,050,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-aventador-i-2014/id/219298/,Trim LP 700-4,Blue,Left-Hand Drive,"6.5 l, 700 hp, Petrol",Coupe,GCC Specs
Lamborghini Huracán Sterrato I Facelift,2023,40 km,"1,050,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2023/id/219297/,Trim Sterrato,Black,Left-Hand Drive,"5.2 l, 610 hp, Petrol",Coupe,N/A
Lamborghini Huracán Sterrato I Facelift,2024,30 km,"1,050,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2024/id/219294/,Trim Sterrato,Red,Left-Hand Drive,"5.2 l, 610 hp, Petrol",Coupe,N/A
Nissan X-Trail III Facelift,2021,"68,158 km","65,999 AED",https://auto.ae/dubai/sale/car/nissan/nissan-x-trail-iii-facelift-2021/id/219289/,N/A,White,Left-Hand Drive,"2.5 l, 171 hp, Petrol",SUV 5 dr.,GCC Specs
Lamborghini Aventador SV I Facelift,2017,"26,000 km","1,050,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-aventador-i-facelift-2017/id/219293/,Trim SV,Red,Left-Hand Drive,"6.5 l, 740 hp, Petrol",Coupe,GCC Specs
Lamborghini Aventador LP700-4 I,2015,"22,000 km","1,070,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-aventador-i-2015/id/219292/,N/A,Red,Left-Hand Drive,"6.5 l, 700 hp, Petrol",N/A,N/A
Lamborghini Huracán Tecnica I Facelift,2023,"1,000 km","1,090,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2023/id/219290/,Trim Tecnica,White,Left-Hand Drive,"5.2 l, 640 hp, Petrol",Coupe,GCC Specs
Lamborghini Urus Performante I Facelift,2023,"1,000 km","1,190,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/219288/,Trim Performante,Red,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Toyota Land Cruiser Prado 150 Series Facelift 3,2020,"62,629 km","131,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-prado-150-series-facelift-3-2020/id/219284/,Trim VXR,Grey,Left-Hand Drive,"4.0 l, 271 hp, Petrol",SUV 5 dr.,GCC Specs
Lamborghini Urus Performante I Facelift,2023,"1,190,000 km","1,190,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/219287/,Trim Performante,Green,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Lamborghini Urus S I Facelift,2023,"8,000 km","1,190,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/219286/,Trim S,Black,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,GCC Specs
Lamborghini Urus Performante I Facelift,2023,10 km,"1,225,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/219285/,Trim Performante,Blue,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Lamborghini Murcielago I,2004,"9,000 km","1,290,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-murcielago-i-2004/id/219283/,N/A,Purple,Left-Hand Drive,"6.2 l, 580 hp, Petrol",Coupe,N/A
Toyota RAV4 V (XA50),2019,"119,264 km","56,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-rav4-v-xa50-2019/id/219280/,N/A,Black,Left-Hand Drive,"2.5 l, 205 hp, Petrol",SUV 5 dr.,American Specs
Lamborghini Huracán EVO Spyder I Facelift,2022,"5,000 km","1,290,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-huracán-i-facelift-2022/id/219282/,N/A,Black,Left-Hand Drive,"5.2 l, 640 hp, Petrol",N/A,N/A
Lamborghini Urus Performante I Facelift,2024,50 km,"1,299,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2024/id/219281/,Trim Performante,Black,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Lamborghini Urus Performante I Facelift,2023,"14,000 km","1,299,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2023/id/219279/,Trim Performante,Green,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,GCC Specs
Toyota Hilux VIII Facelift,2021,"80,833 km","79,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2021/id/219276/,Trim Petrol D-Cab,White,Left-Hand Drive,"2.7 l, 166 hp, Petrol",Pickup double cab,GCC Specs
Lamborghini Urus Performante I Facelift,2024,30 km,"1,325,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2024/id/219278/,Trim Performante,Red,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Lamborghini Urus Performante I Facelift,2024,10 km,"1,350,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2024/id/219277/,N/A,Green,Left-Hand Drive,"4.0 l, 666 hp, Petrol",SUV 5 dr. S,N/A
Toyota Fortuner II Facelift,2022,"75,179 km","91,499 AED",https://auto.ae/dubai/sale/car/toyota/toyota-fortuner-ii-facelift-2022/id/219274/,Trim EXR,Brown,Left-Hand Drive,"2.7 l, 166 hp, Petrol",SUV 5 dr.,GCC Specs
Lamborghini Urus Se I Facelift,2025,70 km,"1,450,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2025/id/219275/,Trim SE,Green,Left-Hand Drive,"4.0 l, 800 hp, Hybrid",SUV 5 dr. S,N/A
Lamborghini Urus Se I Facelift,2025,40 km,"1,450,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2025/id/219273/,Trim SE,White,Left-Hand Drive,"4.0 l, 800 hp, Hybrid",SUV 5 dr. S,N/A
Toyota Hilux VIII,2018,"86,179 km","85,999 AED",https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-2018/id/219261/,N/A,White,Left-Hand Drive,"2.4 l, 150 hp, Diesel",Pickup double cab,GCC Specs
Lamborghini Urus Se I Facelift,2025,100 km,"1,450,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2025/id/219272/,Trim SE,Orange,Left-Hand Drive,"4.0 l, 800 hp, Hybrid",SUV 5 dr. S,N/A
Lamborghini Urus Se I Facelift,2025,60 km,"1,450,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-urus-i-facelift-2025/id/219271/,Trim SE,White,Left-Hand Drive,"4.0 l, 800 hp, Hybrid",SUV 5 dr. S,N/A
Lamborghini Murcielago I Facelift,2009,"4,000 km","1,590,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-murcielago-i-facelift-2009/id/219269/,N/A,Grey,Left-Hand Drive,"6.5 l, 670 hp, Petrol",Coupe,N/A
Lamborghini Revuelto,2024,"1,000 km","2,350,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2024/id/219268/,N/A,Orange,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Lamborghini Revuelto,2024,"2,000 km","2,350,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2024/id/219267/,N/A,Grey,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,GCC Specs
Lamborghini Revuelto,2024,"4,000 km","2,450,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2024/id/219266/,N/A,Black,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Lamborghini Revuelto,2024,10 km,"2,490,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2024/id/219264/,N/A,White,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,GCC Specs
Lamborghini Revuelto,2025,80 km,"2,590,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2025/id/219263/,N/A,White,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Lamborghini Revuelto,2024,50 km,"2,690,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2024/id/219260/,N/A,Blue,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,GCC Specs
Lamborghini Revuelto,2025,30 km,"2,690,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2025/id/219258/,N/A,Purple,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Lamborghini Revuelto,2025,80 km,"2,690,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2025/id/219257/,N/A,Golden,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Lamborghini Revuelto,2025,10 km,"2,750,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-revuelto-2025/id/219254/,N/A,Red,Left-Hand Drive,"6.5 l, 1015 hp, Hybrid",Coupe,N/A
Bentley Flying Spur II,2017,"49,000 km","210,000 AED",https://auto.ae/abu-dhabi/sale/car/bentley/bentley-flying-spur-ii-2017/id/219253/,Trim other,Blue,Left-Hand Drive,"6.0 l, 635 hp, Petrol",Sedan,N/A
Nissan Quest IV,2012,"220,000 km","24,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-quest-iv-2012/id/219252/,Trim other,Black,Left-Hand Drive,"3.5 l, 260 hp, Petrol",Mini Van,American Specs
Mercedes-Benz Maybach S-Class 560 I (X222) Facelift,2019,"190,000 km","99,000 AED",https://auto.ae/sharjah/sale/car/mercedes-benz/mercedes-benz-maybach-s-class-i-x222-facelift-2019/id/219251/,Trim other,Black,Left-Hand Drive,"4.0 l, 469 hp, Petrol",Sedan,N/A
Chevrolet Camaro VI Facelift,2018,"130,000 km","160,000 AED",https://auto.ae/sharjah/sale/car/chevrolet/chevrolet-camaro-vi-facelift-2018/id/219250/,Trim other,Blue,Left-Hand Drive,"6.2 l, 650 hp, Petrol",Coupe,GCC Specs
BMW 6 Series 650i III (F06/F13/F12),2013,"110,000 km","36,000 AED",https://auto.ae/sharjah/sale/car/bmw/bmw-6-series-iii-f06f13f12-2013/id/219235/,Trim other,Black,Left-Hand Drive,"4.4 l, 450 hp, Petrol",Sedan Gran Coupe,N/A
Ferrari SF90 Stradale Spider I,2023,40 km,"1,990,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-sf90-stradale-i-2023/id/219249/,Trim SF90 Spider,Red,Left-Hand Drive,"4.0 l, 1000 hp, Hybrid",N/A,N/A
Rolls-Royce Ghost I,2010,"38,000 km","285,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-ghost-i-2010/id/219248/,Trim Ghost,Blue,Left-Hand Drive,"6.6 l, 570 hp, Petrol",Sedan Extended,N/A
Rolls-Royce Phantom VII Facelift (Series II),2015,"49,000 km","599,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-phantom-vii-facelift-series-ii-2015/id/219246/,N/A,White,Left-Hand Drive,"6.7 l, 460 hp, Petrol",Sedan,GCC Specs
Ferrari 456 II (456M),2003,"18,000 km","275,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-456-ii-456m-2003/id/219247/,N/A,Navy Blue,Left-Hand Drive,"5.5 l, 442 hp, Petrol",Coupe,Japanese Specs
Rolls-Royce Wraith,2017,"64,000 km","599,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2017/id/219245/,N/A,Black,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,N/A
Ferrari 456 II (456M),1999,"29,000 km","275,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-456-ii-456m-1999/id/219244/,N/A,Golden,Left-Hand Drive,"5.5 l, 442 hp, Petrol",Coupe,Japanese Specs
Rolls-Royce Wraith,2018,"77,000 km","625,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2018/id/219243/,N/A,Brown,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,GCC Specs
Ferrari 360,2003,"36,000 km","329,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-360-2003/id/219242/,N/A,Red,Left-Hand Drive,"3.6 l, 400 hp, Petrol",N/A,Japanese Specs
Rolls-Royce Wraith,2017,"31,000 km","649,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2017/id/219241/,N/A,Black,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,N/A
Ferrari 348,1992,"35,000 km","335,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-348-1992/id/219240/,N/A,Red,Left-Hand Drive,"3.4 l, 320 hp, Petrol",N/A,Japanese Specs
Rolls-Royce Wraith,2017,"35,000 km","685,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2017/id/219239/,N/A,Golden,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,GCC Specs
Rolls-Royce Wraith Black Badge,2017,"749,000 km","749,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2017/id/219230/,Trim Black Badge,Black,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,GCC Specs
Rolls-Royce Phantom VII,2009,"65,000 km","699,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-phantom-vii-2009/id/219237/,N/A,Black,Left-Hand Drive,"6.7 l, 460 hp, Petrol",N/A,GCC Specs
Ferrari F430,2007,"39,000 km","349,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-f430-2007/id/219236/,N/A,White,Left-Hand Drive,"4.3 l, 490 hp, Petrol",N/A,Japanese Specs
Rolls-Royce Wraith,2017,"47,000 km","699,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2017/id/219233/,N/A,Purple,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,GCC Specs
Ferrari F430,2008,"38,000 km","349,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-f430-2008/id/219234/,N/A,Black,Left-Hand Drive,"4.3 l, 490 hp, Petrol",N/A,Japanese Specs
Mercedes-Benz C-Class 300 V (W206),2023,"18,000 km","135,000 AED",https://auto.ae/sharjah/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2023/id/219232/,Trim C 300,Black,Left-Hand Drive,"2.0 l, 258 hp, Petrol",Sedan,American Specs
Rolls-Royce Wraith,2020,"31,000 km","875,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2020/id/219223/,N/A,Blue,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,N/A
Ferrari 612,2007,"27,000 km","389,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-612-2007/id/219231/,N/A,Grey,Left-Hand Drive,"5.7 l, 540 hp, Petrol",Coupe,Japanese Specs
Ferrari 612,2006,"33,000 km","399,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-612-2006/id/219229/,N/A,Grey,Left-Hand Drive,"5.7 l, 540 hp, Petrol",Coupe,Japanese Specs
Dodge Challenger SRT III Facelift 2,2016,"180,000 km","117,000 AED",https://auto.ae/sharjah/sale/car/dodge/dodge-challenger-iii-facelift-2-2016/id/219225/,Trim other,White,Left-Hand Drive,"6.4 l, 492 hp, Petrol",Coupe,GCC Specs
Rolls-Royce Dawn,2016,"63,000 km","785,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-dawn-2016/id/219228/,N/A,Grey,Left-Hand Drive,"6.6 l, 570 hp, Petrol",N/A,N/A
Rolls-Royce Wraith,2019,"64,000 km","799,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-wraith-2019/id/219226/,N/A,Maroon,Left-Hand Drive,"6.6 l, 632 hp, Petrol",Coupe,GCC Specs
Ferrari 612,2008,"33,000 km","415,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-612-2008/id/219227/,N/A,Black,Left-Hand Drive,"5.7 l, 540 hp, Petrol",Coupe,Japanese Specs
Ferrari 612,2008,"22,000 km","415,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-612-2008/id/219224/,N/A,Black,Left-Hand Drive,"5.7 l, 540 hp, Petrol",Coupe,Japanese Specs
Rolls-Royce Phantom VII,2008,"26,000 km","899,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-phantom-vii-2008/id/219221/,N/A,White,Left-Hand Drive,"6.7 l, 460 hp, Petrol",N/A,N/A
MINI Hatch John Cooper Works III (F55/F56) Facelift,2020,"60,000 km","49,000 AED",https://auto.ae/sharjah/sale/car/mini/mini-hatch-iii-f55f56-facelift-2020/id/219201/,Trim John Cooper Works,Black,Left-Hand Drive,"2.0 l, 231 hp, Petrol",Hatchback 3 dr.,American Specs
Ferrari 612,2007,"27,000 km","429,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-612-2007/id/219222/,N/A,White,Left-Hand Drive,"5.7 l, 540 hp, Petrol",Coupe,Japanese Specs
Rolls-Royce Phantom VII,2008,"8,000 km","899,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-phantom-vii-2008/id/219219/,N/A,Blue,Left-Hand Drive,"6.7 l, 460 hp, Petrol",N/A,GCC Specs
Ferrari 599,2009,"19,000 km","499,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-599-2009/id/219220/,N/A,White,Left-Hand Drive,"6.0 l, 620 hp, Petrol",Coupe,N/A
Rolls-Royce Ghost Black Badge II,2022,"55,000 km","899,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-ghost-ii-2022/id/219217/,Trim Black Badge,Black,Left-Hand Drive,"6.7 l, 600 hp, Petrol",Sedan,GCC Specs
Rolls-Royce Dawn,2016,"19,000 km","899,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-dawn-2016/id/219214/,N/A,Blue,Left-Hand Drive,"6.6 l, 570 hp, Petrol",N/A,N/A
Ferrari 599,2008,"19,000 km","529,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-599-2008/id/219218/,N/A,Black,Left-Hand Drive,"6.0 l, 670 hp, Petrol",Coupe,Japanese Specs
Ferrari GTC4Lusso T,2018,"76,000 km","575,000 AED",https://auto.ae/dubai/sale/car/ferrari/ferrari-gtc4lusso-2018/id/219216/,N/A,Black,Left-Hand Drive,"3.9 l, 610 hp, Petrol",Hatchback 3 dr.,N/A
