title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Mercedes-Benz S-Class 500 4MATIC VII (W223),2022,"54,000 km","350,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vii-w223-2022/id/209825/,N/A,White,Left-Hand Drive,"3.0 l, 435 hp, Petrol",Sedan,GCC Specs
Land Rover Range Rover Sport P400 MHEV III,2023,"46,000 km","359,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2023/id/209792/,Trim Dynamic SE,Black,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,American Specs
BMW X5 M Competition III (F95),2020,"150,000 km","180,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-x5-m-iii-f95-2020/id/209803/,Trim X5 M Competition,Black,Left-Hand Drive,"4.4 l, 625 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Grand Cherokee IV (WK2) Facelift,2017,"140,000 km","45,000 AED",https://auto.ae/dubai/sale/car/jeep/jeep-grand-cherokee-iv-wk2-facelift-2017/id/209807/,Trim TrailHawk,Black,Left-Hand Drive,"3.6 l, 286 hp, Petrol",SUV 5 dr.,American Specs
Jetour T2,2024,0 km,"135,000 AED",https://auto.ae/dubai/sale/car/jetour/jetour-t2-2024/id/209805/,N/A,Black,Left-Hand Drive,"2.0 l, 245 hp, Petrol",SUV 5 dr.,Chinese Specs
Jetour T2,2025,0 km,"140,000 AED",https://auto.ae/dubai/sale/car/jetour/jetour-t2-2025/id/209804/,N/A,Black,Left-Hand Drive,"2.0 l, 245 hp, Petrol",SUV 5 dr.,GCC Specs
Rox 01,2025,10 km,"210,000 AED",https://auto.ae/dubai/sale/car/rox/rox-01-2025/id/209801/,N/A,Black,Left-Hand Drive,"1.5 l, 475 hp, Hybrid",SUV 5 dr.,GCC Specs
RAM 1500 Crew Cab TRX V,2022,"80,000 km","249,000 AED",https://auto.ae/dubai/sale/car/ram/ram-1500-v-2022/id/209800/,Trim TRX,Black,Left-Hand Drive,"6.2 l, 712 hp, Petrol",Pickup double cab Quad Cab,American Specs
Audi S8 IV (D5),2020,"29,000 km","259,000 AED",https://auto.ae/dubai/sale/car/audi/audi-s8-iv-d5-2020/id/209799/,N/A,Black,Left-Hand Drive,"4.0 l, 571 hp, Petrol",Sedan,GCC Specs
"BMW 4 Series M440i xDrive G22, G23, G26 Facelift",2025,"5,000 km","299,000 AED",https://auto.ae/dubai/sale/car/bmw/bmw-4-series-g22-g23-g26-facelift-2025/id/209797/,N/A,White,Left-Hand Drive,"3.0 l, 374 hp, Petrol",Liftback Gran Coupe,N/A
Land Rover Defender 130 II,2023,"60,000 km","319,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2023/id/209796/,N/A,White,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,GCC Specs
Mercedes-Benz GLE AMG 63 AMG S II (V167),2021,"80,000 km","319,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-amg-ii-v167-2021/id/209794/,N/A,White,Left-Hand Drive,"4.0 l, 612 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2019,"185,000 km","400,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209791/,Trim AMG G 63,Green,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,GCC Specs
Bentley Continental GT III,2019,"90,000 km","419,000 AED",https://auto.ae/dubai/sale/car/bentley/bentley-continental-gt-iii-2019/id/209790/,N/A,Black,Left-Hand Drive,"6.0 l, 635 hp, Petrol",Coupe,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2019,"102,000 km","459,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209788/,Trim AMG G 63,Silver,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"108,000 km","499,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209786/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz G-Class AMG Brabus 800 II (W463),2019,"115,000 km","91,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209785/,N/A,Black,Left-Hand Drive,"4.0 l, 800 hp, Petrol",SUV 5 dr.,European Specs
Bentley Bentayga I Facelift,2021,"49,000 km","589,000 AED",https://auto.ae/dubai/sale/car/bentley/bentley-bentayga-i-facelift-2021/id/209784/,Trim Individual,Grey,Left-Hand Drive,"4.0 l, 550 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG Brabus 900 II (W463),2021,"118,000 km","590,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209783/,N/A,Green,Left-Hand Drive,"6.3 l, 900 hp, Petrol",SUV 5 dr.,GCC Specs
Rolls-Royce Ghost Black Badge I Facelift (Series II),2019,"116,000 km","590,000 AED",https://auto.ae/dubai/sale/car/rolls-royce/rolls-royce-ghost-i-facelift-series-ii-2019/id/209781/,N/A,Blue,Left-Hand Drive,"6.6 l, 612 hp, Petrol",Sedan,GCC Specs
Mercedes-Benz G-Class AMG Brabus 800 II (W463),2021,"58,000 km","640,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209780/,N/A,Green,Left-Hand Drive,"4.0 l, 800 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz G-Class AMG 63 AMG II (W463),2024,"31,000 km","739,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2024/id/209778/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz G-Class AMG Brabus 800 II (W463),2021,"40,000 km","889,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209776/,N/A,Silver,Left-Hand Drive,"4.0 l, 800 hp, Petrol",SUV 5 dr.,European Specs
Lamborghini Aventador I Facelift,2018,"7,300 km","1,239,000 AED",https://auto.ae/dubai/sale/car/lamborghini/lamborghini-aventador-i-facelift-2018/id/209775/,N/A,Red,Left-Hand Drive,"6.5 l, 740 hp, Petrol",N/A,GCC Specs
Lexus LX 600 IV,2024,"3,000 km","500,001 AED",https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2024/id/209505/,Trim LX 600 F Sport,Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,N/A
BYD FangChengBao Leopard 8,2025,0 km,"195,000 AED",https://auto.ae/dubai/sale/car/byd/byd-fangchengbao-leopard-8-2025/id/209502/,Trim Smart and Brave Flagship 7 Seater,Black,Left-Hand Drive,"2.0 l, 748 hp, Hybrid",SUV 5 dr.,N/A
Nissan Sunny N18,2023,0 km,"47,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-sunny-n18-2023/id/209500/,Trim other,White,Left-Hand Drive,"1.6 l, 120 hp, Petrol",Sedan,N/A
Mercedes-Benz C-Class 200 L V (W206),2025,0 km,"137,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/209496/,Trim C 200 L,White,Left-Hand Drive,"1.5 l, 170 hp, Petrol",Sedan,N/A
Geely Coolray I,2023,0 km,"55,500 AED",https://auto.ae/dubai/sale/car/geely/geely-coolray-i-2023/id/209485/,Trim Nero,Silver,Left-Hand Drive,"1.5 l, 150 hp, Petrol",SUV 5 dr.,N/A
Rox 01,2025,0 km,"188,000 AED",https://auto.ae/dubai/sale/car/rox/rox-01-2025/id/209341/,Trim Family,White,Left-Hand Drive,"1.5 l, 475 hp, Hybrid",SUV 5 dr.,N/A
Mercedes-Benz EQE 500,2022,"12,000 km","220,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-eqe-2022/id/209330/,Trim EQE 500 4Matic,White,Left-Hand Drive,"300 kWt, Electric",Sedan,N/A
BYD Song Plus I Facelift,2025,0 km,"88,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2025/id/209325/,Trim Flagship,Beige,Left-Hand Drive,"150 kWt, Electric",SUV 5 dr. EV,N/A
BYD Song Plus I Facelift,2025,0 km,"88,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2025/id/209320/,Trim Flagship,Grey,Left-Hand Drive,"150 kWt, Electric",SUV 5 dr. EV,N/A
BYD Song Plus I Facelift,2024,0 km,"75,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2024/id/209315/,Trim Flagship Plus DM-i,Grey,Left-Hand Drive,"1.5 l, 307 hp, Hybrid",SUV 5 dr. EV,N/A
Toyota FJ Cruiser,2023,0 km,"162,000 AED",https://auto.ae/dubai/sale/car/toyota/toyota-fj-cruiser-2023/id/209201/,Trim other,White,Left-Hand Drive,"4.0 l, 260 hp, Petrol",SUV 5 dr.,N/A
Bentley Continental GT II,2014,"59,500 km","280,000 AED",https://auto.ae/dubai/sale/car/bentley/bentley-continental-gt-ii-2014/id/209200/,N/A,Brown,Left-Hand Drive,"6.0 l, 575 hp, Petrol",Coupe,N/A
Porsche Cayenne II Facelift (958),2017,"42,000 km","290,000 AED",https://auto.ae/dubai/sale/car/porsche/porsche-cayenne-ii-facelift-958-2017/id/209199/,N/A,White,Left-Hand Drive,"3.6 l, 300 hp, Petrol",SUV 5 dr.,Japanese Specs
Land Rover Range Rover Velar P250 I,2019,"85,000 km","123,000 AED",https://auto.ae/sharjah/sale/car/land-rover/land-rover-range-rover-velar-i-2019/id/208918/,Trim R-Dynamic Base,Silver,Left-Hand Drive,"2.0 l, 250 hp, Petrol",SUV 5 dr.,GCC Specs
Land Rover Range Rover Evoque P300 II,2020,"130,000 km","102,000 AED",https://auto.ae/sharjah/sale/car/land-rover/land-rover-range-rover-evoque-ii-2020/id/208919/,Trim R-Dynamic S,White,Left-Hand Drive,"2.0 l, 300 hp, Petrol",SUV 5 dr.,GCC Specs
Dodge Challenger SRT III Facelift 2,2019,"124,000 km","159,000 AED",https://auto.ae/sharjah/sale/car/dodge/dodge-challenger-iii-facelift-2-2019/id/208932/,N/A,Black,Left-Hand Drive,"6.4 l, 492 hp, Petrol",Coupe,European Specs
"Mercedes-Benz S-Class 560 4MATIC VI (W222, C217) Facelift",2018,"42,000 km","270,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-facelift-2018/id/209197/,Trim S 560 4MATIC coupe,White,Left-Hand Drive,"4.0 l, 469 hp, Petrol",Coupe,Japanese Specs
Jetour T2,2025,0 km,"98,000 AED",https://auto.ae/dubai/sale/car/jetour/jetour-t2-2025/id/209147/,Trim Discovery,Other Color,Left-Hand Drive,"2.0 l, 245 hp, Petrol",SUV 5 dr.,N/A
Jeep Wrangler IV (JL),2018,"58,000 km","89,000 AED",https://auto.ae/sharjah/sale/car/jeep/jeep-wrangler-iv-jl-2018/id/209093/,Trim Sahara,Yellow,Left-Hand Drive,"2.0 l, 272 hp, Petrol",SUV 3 dr.,GCC Specs
Volkswagen Passat B7,2013,"133,000 km","18,000 AED",https://auto.ae/sharjah/sale/car/volkswagen/volkswagen-passat-b7-2013/id/206677/,Trim other,Silver,Left-Hand Drive,"2.5 l, 174 hp, Petrol",Sedan,N/A
Toyota FJ Cruiser,2023,0 km,"162,000 AED",https://auto.ae/dubai/sale/car/toyota/toyota-fj-cruiser-2023/id/209002/,Trim other,White,Left-Hand Drive,"4.0 l, 260 hp, Petrol",SUV 5 dr.,N/A
BYD Qin DM-i II,2025,0 km,"42,500 AED",https://auto.ae/dubai/sale/car/byd/byd-qin-ii-2025/id/208999/,Trim Premium,White,Left-Hand Drive,"1.5 l, 290 hp, Hybrid",Sedan Plus,N/A
Toyota Frontlander,2025,0 km,"62,500 AED",https://auto.ae/dubai/sale/car/toyota/toyota-frontlander-2025/id/208989/,Trim Delux,Golden,Left-Hand Drive,"2.0 l, 196 hp, Hybrid",SUV 5 dr.,N/A
BYD Song Plus I Facelift,2025,0 km,"84,000 AED",https://auto.ae/dubai/sale/car/byd/byd-song-plus-i-facelift-2025/id/208987/,Trim Flagship DM-i,Black,Left-Hand Drive,"1.5 l, 307 hp, Hybrid",SUV 5 dr. EV,N/A
Land Rover Range Rover P530 MHEV V,2022,0 km,"925,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-v-2022/id/208977/,Trim First Edition,Grey,Left-Hand Drive,"4.4 l, 530 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz GLE AMG 53 AMG II (V167),2023,0 km,"450,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-amg-ii-v167-2023/id/208976/,Trim GLE 53 4MATIC+,Black,Left-Hand Drive,"3.0 l, 435 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz S-Class 500 4MATIC VII (W223),2022,0 km,"520,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vii-w223-2022/id/208975/,Trim S 500 4matic base,Blue,Left-Hand Drive,"3.0 l, 435 hp, Petrol",Sedan,N/A
Mercedes-Benz SL-Class AMG 63 AMG IV (R232),2023,0 km,"780,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-sl-class-amg-iv-r232-2023/id/208973/,Trim SL 63 4MATIC+,Silver,Left-Hand Drive,"4.0 l, 585 hp, Petrol",N/A,N/A
Peugeot 508 II,2019,"55,050 km","49,000 AED",https://auto.ae/dubai/sale/car/peugeot/peugeot-508-ii-2019/id/208972/,Trim other,Silver,Left-Hand Drive,"1.6 l, 167 hp, Petrol",Sedan L,N/A
"Mercedes-Benz E-Class 200 VI (W214, S214)",2025,0 km,"296,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-vi-w214-s214-2025/id/208970/,Trim E 200 4MATIC,Black,Left-Hand Drive,"2.0 l, 204 hp, Petrol",Sedan,European Specs
Mercedes-Benz C-Class 200 V (W206),2025,0 km,"245,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/208969/,Trim C 200 4MATIC,White,Left-Hand Drive,"1.5 l, 204 hp, Petrol",Sedan,GCC Specs
RAM 1500 Crew Cab V Facelift,2025,0 km,"269,000 AED",https://auto.ae/dubai/sale/car/ram/ram-1500-v-facelift-2025/id/208960/,Trim Rebel,Black,Left-Hand Drive,"3.0 l, 420 hp, Petrol",Pickup double cab Crew Cab,GCC Specs
Mercedes-Benz GLC Coupe 200 II (C254),2025,0 km,"304,999 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-glc-coupe-ii-c254-2025/id/208966/,Trim GLC 200 4MATIC Coupe,White,Left-Hand Drive,"2.0 l, 204 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz C-Class 200 V (W206),2025,0 km,"235,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/208965/,Trim C 200 4MATIC Sport,White,Left-Hand Drive,"1.5 l, 197 hp, Petrol",Sedan,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2023,"55,000 km","650,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2023/id/208964/,Trim AMG G 63,Silver,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2023,"40,000 km","690,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2023/id/208963/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Land Rover Defender 110 II,2023,0 km,"405,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2023/id/208962/,Trim First Edition,Bronze,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,European Specs
Nissan Navara (Frontier) IV (D23),2023,0 km,"70,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-navara-frontier-iv-d23-2023/id/208961/,Trim other,White,Left-Hand Drive,"2.5 l, 163 hp, Diesel",Pickup double cab Double-Cab,N/A
Jeep Grand Cherokee V (WL),2024,0 km,"195,000 AED",https://auto.ae/dubai/sale/car/jeep/jeep-grand-cherokee-v-wl-2024/id/208959/,Trim Limited,Silver,Left-Hand Drive,"3.6 l, 297 hp, Petrol",SUV 5 dr.,GCC Specs
GAC GS8 II,2025,0 km,"120,000 AED",https://auto.ae/dubai/sale/car/gac/gac-gs8-ii-2025/id/208958/,Trim Luxury,Black,Left-Hand Drive,"2.0 l, 252 hp, Petrol",SUV 5 dr. Vanguard,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2023,"43,725 km","740,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2023/id/208957/,Trim AMG G 63,Silver,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,European Specs
Land Rover Defender P400 II,2023,"7,725 km","275,000 AED",https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2023/id/208956/,Trim Arctic Trucks,Green,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,European Specs
Mercedes-Benz S-Class 500 4MATIC VII (W223),2022,"11,425 km","330,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vii-w223-2022/id/208955/,Trim S 500 4matic base,Black,Left-Hand Drive,"3.0 l, 435 hp, Petrol",Sedan,Japanese Specs
Nissan Patrol VII (Y63),2025,0 km,"335,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vii-y63-2025/id/208953/,Trim LE Platinum City,Black,Left-Hand Drive,"3.5 l, 425 hp, Petrol",SUV 5 dr.,GCC Specs
Jeep Wrangler IV (JL) Facelift,2025,0 km,"187,000 AED",https://auto.ae/dubai/sale/car/jeep/jeep-wrangler-iv-jl-facelift-2025/id/208952/,Trim Rubicon,Black,Left-Hand Drive,"2.0 l, 272 hp, Petrol",SUV 5 dr.,GCC Specs
GAC GS8 II,2025,0 km,"120,000 AED",https://auto.ae/dubai/sale/car/gac/gac-gs8-ii-2025/id/208951/,Trim Luxury,Green,Left-Hand Drive,"2.0 l, 252 hp, Petrol",SUV 5 dr. Vanguard,GCC Specs
Mercedes-Benz C-Class 200 V (W206),2025,0 km,"235,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/208950/,Trim C 200 4MATIC Sport,Black,Left-Hand Drive,"1.5 l, 197 hp, Petrol",Sedan,GCC Specs
Mercedes-Benz C-Class 200 V (W206),2025,0 km,"235,000 AED",https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/208948/,Trim C 200 4MATIC Sport,White,Left-Hand Drive,"1.5 l, 197 hp, Petrol",Sedan,GCC Specs
Nissan Navara (Frontier) IV (D23),2023,0 km,"70,000 AED",https://auto.ae/dubai/sale/car/nissan/nissan-navara-frontier-iv-d23-2023/id/208946/,Trim other,White,Left-Hand Drive,"2.5 l, 163 hp, Diesel",Pickup double cab Double-Cab,European Specs
Fiat 500 II Facelift,2018,"130,000 km","39,000 AED",https://auto.ae/sharjah/sale/car/fiat/fiat-500-ii-facelift-2018/id/208939/,N/A,Red,Left-Hand Drive,"1.4 l, 135 hp, Petrol",Hatchback 3 dr.,GCC Specs
Suzuki Jimny IV,2023,"27,000 km","58,000 AED",https://auto.ae/sharjah/sale/car/suzuki/suzuki-jimny-iv-2023/id/208942/,N/A,Grey,Left-Hand Drive,"1.5 l, 102 hp, Petrol",SUV 3 dr.,GCC Specs
GMC Sierra IV,2021,"136,000 km","128,000 AED",https://auto.ae/sharjah/sale/car/gmc/gmc-sierra-iv-2021/id/208941/,N/A,White,Left-Hand Drive,"4.3 l, 285 hp, Petrol",Pickup double cab Crew Cab,GCC Specs
Chevrolet Silverado IV (T1XX),2020,"145,000 km","86,000 AED",https://auto.ae/sharjah/sale/car/chevrolet/chevrolet-silverado-iv-t1xx-2020/id/208940/,N/A,White,Left-Hand Drive,"5.3 l, 355 hp, Petrol",Pickup single cab Regular,GCC Specs
Ford Figo II Facelift,2019,"130,000 km","18,000 AED",https://auto.ae/sharjah/sale/car/ford/ford-figo-ii-facelift-2019/id/208936/,N/A,Red,Left-Hand Drive,"1.5 l, 123 hp, Petrol",Hatchback 5 dr. Freestyle,GCC Specs
Infiniti QX50 II,2021,"28,000 km","88,000 AED",https://auto.ae/sharjah/sale/car/infiniti/infiniti-qx50-ii-2021/id/208937/,N/A,Black,Left-Hand Drive,"2.0 l, 272 hp, Petrol",SUV 5 dr.,GCC Specs
Infiniti QX56 II,2013,"82,000 km","47,000 AED",https://auto.ae/sharjah/sale/car/infiniti/infiniti-qx56-ii-2013/id/208935/,Trim 4WD,Brown,Left-Hand Drive,"5.6 l, 405 hp, Petrol",SUV 5 dr.,GCC Specs
Ford Mustang Dark Horse VII,2025,"18,000 km","254,000 AED",https://auto.ae/sharjah/sale/car/ford/ford-mustang-vii-2025/id/208934/,Trim Dark Horse,Teal,Left-Hand Drive,"5.0 l, 500 hp, Petrol",Coupe,GCC Specs
Dodge Charger R_T VII (LD) Facelift,2018,"150,000 km","74,000 AED",https://auto.ae/sharjah/sale/car/dodge/dodge-charger-vi-ld-facelift-2018/id/208933/,N/A,Black,Left-Hand Drive,"5.7 l, 375 hp, Petrol",Sedan,GCC Specs
Porsche Cayenne GTS II (958),2013,"150,000 km","43,000 AED",https://auto.ae/sharjah/sale/car/porsche/porsche-cayenne-ii-958-2013/id/208930/,N/A,White,Left-Hand Drive,"4.8 l, 420 hp, Petrol",SUV 5 dr.,GCC Specs
Bentley Mulsanne Speed II,2012,"43,000 km","193,000 AED",https://auto.ae/sharjah/sale/car/bentley/bentley-mulsanne-ii-2012/id/208931/,N/A,Black,Left-Hand Drive,"6.8 l, 537 hp, Petrol",Sedan,Japanese Specs
Bentley Bentayga Speed I,2017,"128,000 km","214,000 AED",https://auto.ae/sharjah/sale/car/bentley/bentley-bentayga-i-2017/id/208929/,N/A,White,Left-Hand Drive,"6.0 l, 635 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche Cayenne Turbo S II Facelift (958),2014,"152,000 km","57,000 AED",https://auto.ae/sharjah/sale/car/porsche/porsche-cayenne-ii-facelift-958-2014/id/208927/,Trim Turbo S,White,Left-Hand Drive,"4.8 l, 570 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Land Cruiser Prado 120 Series,2006,"217,000 km","37,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-land-cruiser-prado-120-series-2006/id/208928/,N/A,Silver,Left-Hand Drive,"4.0 l, 249 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota FJ Cruiser,2023,"130,000 km","126,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-fj-cruiser-2023/id/208926/,N/A,White,Left-Hand Drive,"4.0 l, 276 hp, Petrol",SUV 5 dr.,GCC Specs
Porsche Cayenne S II Facelift (958),2016,"130,000 km","76,000 AED",https://auto.ae/sharjah/sale/car/porsche/porsche-cayenne-ii-facelift-958-2016/id/208924/,Trim S,White,Left-Hand Drive,"3.6 l, 420 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Crown VIII (S130),1991,"119,000 km","25,000 AED",https://auto.ae/sharjah/sale/car/toyota/toyota-crown-viii-s130-1991/id/208925/,N/A,White,Right-Hand Drive,"4.0 l, 260 hp, Petrol",Sedan,Japanese Specs
Nissan Patrol V (Y61) Facelift,2022,"72,000 km","144,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-patrol-v-y61-facelift-2022/id/208923/,N/A,White,Left-Hand Drive,"4.8 l, 280 hp, Petrol",SUV 3 dr.,GCC Specs
Nissan Maxima VIII (A36),2017,"140,000 km","37,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-maxima-viii-a36-2017/id/208920/,N/A,Brown,Left-Hand Drive,"3.5 l, 300 hp, Petrol",Sedan,GCC Specs
Nissan Altima VI (L34),2020,"80,000 km","37,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-altima-vi-l34-2020/id/208922/,N/A,Grey,Left-Hand Drive,"2.0 l, 248 hp, Petrol",Sedan,American Specs
Nissan Maxima VIII (A36),2017,"130,000 km","36,000 AED",https://auto.ae/sharjah/sale/car/nissan/nissan-maxima-viii-a36-2017/id/208921/,N/A,Silver,Left-Hand Drive,"3.5 l, 300 hp, Petrol",Sedan,American Specs
Land Rover Range Rover Sport II Facelift,2018,"147,000 km","107,000 AED",https://auto.ae/sharjah/sale/car/land-rover/land-rover-range-rover-sport-ii-facelift-2018/id/208916/,N/A,White,Left-Hand Drive,"3.0 l, 360 hp, Petrol",SUV 5 dr.,GCC Specs
Audi A5 40 TFSI II (F5) Facelift,2019,"90,000 km","74,000 AED",https://auto.ae/sharjah/sale/car/audi/audi-a5-ii-f5-facelift-2019/id/208915/,N/A,Black,Left-Hand Drive,"2.0 l, 204 hp, Petrol",Coupe,GCC Specs
Land Rover Range Rover Velar P250 I,2020,"145,000 km","123,000 AED",https://auto.ae/sharjah/sale/car/land-rover/land-rover-range-rover-velar-i-2020/id/208912/,Trim R-Dynamic SE,White,Left-Hand Drive,"2.0 l, 250 hp, Petrol",SUV 5 dr.,GCC Specs
Audi A5 40 TFSI II (F5) Facelift,2020,"58,000 km","99,000 AED",https://auto.ae/sharjah/sale/car/audi/audi-a5-ii-f5-facelift-2020/id/208914/,N/A,Grey,Left-Hand Drive,"2.0 l, 204 hp, Petrol",Coupe,GCC Specs
Audi S3 III (8V) Facelift,2016,"137,000 km","49,000 AED",https://auto.ae/sharjah/sale/car/audi/audi-s3-iii-8v-facelift-2016/id/208909/,N/A,Blue,Left-Hand Drive,"2.0 l, 310 hp, Petrol",Sedan,GCC Specs
Land Rover Range Rover Sport P550e II,2016,"123,000 km","109,000 AED",https://auto.ae/sharjah/sale/car/land-rover/land-rover-range-rover-sport-ii-2016/id/208911/,Trim SVR,Black,Left-Hand Drive,"5.0 l, 550 hp, Petrol",SUV 5 dr.,European Specs
Audi A8 55 TFSI IV (D5),2021,"109,000 km","154,000 AED",https://auto.ae/sharjah/sale/car/audi/audi-a8-iv-d5-2021/id/208910/,Trim 55 TFSI quattro tiptronic,White,Left-Hand Drive,"3.0 l, 340 hp, Petrol",Sedan,GCC Specs
Volkswagen Teramont I,2019,"163,000 km","64,000 AED",https://auto.ae/sharjah/sale/car/volkswagen/volkswagen-teramont-i-2019/id/208907/,N/A,White,Left-Hand Drive,"2.0 l, 238 hp, Petrol",SUV 5 dr.,GCC Specs
Volkswagen Touareg III,2018,"113,000 km","84,000 AED",https://auto.ae/sharjah/sale/car/volkswagen/volkswagen-touareg-iii-2018/id/208906/,Trim R-Line,White,Left-Hand Drive,"3.0 l, 340 hp, Petrol",SUV 5 dr.,GCC Specs
Volkswagen Golf R VII Facelift,2018,"142,000 km","71,000 AED",https://auto.ae/sharjah/sale/car/volkswagen/volkswagen-golf-r-vii-facelift-2018/id/208905/,N/A,Blue,Left-Hand Drive,"2.0 l, 310 hp, Petrol",Hatchback 5 dr.,GCC Specs
